iso3c,country,year,indicator,value
DEU,Germany,2009,NY.GDP.MKTP.CD,3478545516683.59
DEU,Germany,2009,NE.EXP.GNFS.ZS,35.4545162932994
DEU,Germany,2009,NE.IMP.GNFS.ZS,30.6846112824132
DEU,Germany,2010,NE.TRD.GNFS.ZS,73.8852351200263
DEU,Germany,2010,NY.GDP.MKTP.CD,3467093769666.67
DEU,Germany,2010,NE.EXP.GNFS.ZS,39.4953465429823
DEU,Germany,2010,NE.IMP.GNFS.ZS,34.389888577044
DEU,Germany,2011,NE.TRD.GNFS.ZS,78.433002901442
DEU,Germany,2011,NY.GDP.MKTP.CD,3823575803793.78
DEU,Germany,2011,NE.EXP.GNFS.ZS,41.6436286591115
DEU,Germany,2011,NE.IMP.GNFS.ZS,36.7893742423305
DEU,Germany,2012,NE.TRD.GNFS.ZS,79.3316495670315
DEU,Germany,2012,NY.GDP.MKTP.CD,3596483233406.25
DEU,Germany,2012,NE.EXP.GNFS.ZS,42.6855834357406
DEU,Germany,2012,NE.IMP.GNFS.ZS,36.6460661312909
DEU,Germany,2013,NE.TRD.GNFS.ZS,77.5860288576931
DEU,Germany,2013,NY.GDP.MKTP.CD,3807023797050.99
DEU,Germany,2013,NE.EXP.GNFS.ZS,41.6802838324356
DEU,Germany,2013,NE.IMP.GNFS.ZS,35.9057450252575
DEU,Germany,2014,NE.TRD.GNFS.ZS,76.8483516336234
DEU,Germany,2014,NY.GDP.MKTP.CD,3964870735760.77
DEU,Germany,2014,NE.EXP.GNFS.ZS,41.6936675523627
DEU,Germany,2014,NE.IMP.GNFS.ZS,35.1546840812607
DEU,Germany,2015,NE.TRD.GNFS.ZS,77.7565815686922
DEU,Germany,2015,NY.GDP.MKTP.CD,3425099578746.09
DEU,Germany,2015,NE.EXP.GNFS.ZS,42.5853976151835
DEU,Germany,2015,NE.IMP.GNFS.ZS,35.1711839535087
DEU,Germany,2016,NE.TRD.GNFS.ZS,76.0059902166055
DEU,Germany,2016,NY.GDP.MKTP.CD,3536787895179
DEU,Germany,2016,NE.EXP.GNFS.ZS,41.6355419518592
DEU,Germany,2016,NE.IMP.GNFS.ZS,34.3704482647463
DEU,Germany,2017,NE.TRD.GNFS.ZS,77.4548394742448
DEU,Germany,2017,NY.GDP.MKTP.CD,3765351626105.89
DEU,Germany,2017,NE.EXP.GNFS.ZS,42.2029575981591
DEU,Germany,2017,NE.IMP.GNFS.ZS,35.2518818760857
DEU,Germany,2018,NE.TRD.GNFS.ZS,79.1252260463654
DEU,Germany,2018,NY.GDP.MKTP.CD,4055433215301.96
DEU,Germany,2018,NE.EXP.GNFS.ZS,42.4968914074717
DEU,Germany,2018,NE.IMP.GNFS.ZS,36.6283346388937
DEU,Germany,2019,NE.TRD.GNFS.ZS,79.0732427175683
DEU,Germany,2019,NY.GDP.MKTP.CD,3959894794039.21
DEU,Germany,2019,NE.EXP.GNFS.ZS,42.3402444816356
DEU,Germany,2019,NE.IMP.GNFS.ZS,36.7329982359327
DEU,Germany,2020,NE.TRD.GNFS.ZS,72.9335327120137
DEU,Germany,2020,NY.GDP.MKTP.CD,3941398957073.94
DEU,Germany,2020,NE.EXP.GNFS.ZS,39.1198068808828
DEU,Germany,2020,NE.IMP.GNFS.ZS,33.8137258311309
DEU,Germany,2021,NE.TRD.GNFS.ZS,79.9195348609851
DEU,Germany,2021,NY.GDP.MKTP.CD,4355251953410.78
DEU,Germany,2021,NE.EXP.GNFS.ZS,42.5198379291429
DEU,Germany,2021,NE.IMP.GNFS.ZS,37.3996969318423
DEU,Germany,2022,NE.TRD.GNFS.ZS,88.7857542130501
DEU,Germany,2022,NY.GDP.MKTP.CD,4201021706478.62
DEU,Germany,2022,NE.EXP.GNFS.ZS,45.6284043425185
DEU,Germany,2022,NE.IMP.GNFS.ZS,43.1573498705316
DEU,Germany,2023,NE.TRD.GNFS.ZS,81.9625483787634
DEU,Germany,2023,NY.GDP.MKTP.CD,4562207532490.28
DEU,Germany,2023,NE.EXP.GNFS.ZS,42.9672624196847
DEU,Germany,2023,NE.IMP.GNFS.ZS,38.9952859590786
DEU,Germany,2024,NE.TRD.GNFS.ZS,79.0907305894936
DEU,Germany,2024,NY.GDP.MKTP.CD,4685592577804.69
DEU,Germany,2024,NE.EXP.GNFS.ZS,41.4340593720908
DEU,Germany,2024,NE.IMP.GNFS.ZS,37.6566712174028
IND,India,1995,NE.TRD.GNFS.ZS,22.8674487062499
IND,India,1995,NY.GDP.MKTP.CD,360281909643.489
IND,India,1995,NE.EXP.GNFS.ZS,10.8439680350622
IND,India,1995,NE.IMP.GNFS.ZS,12.0234806711877
IND,India,1996,NE.TRD.GNFS.ZS,21.9294878713867
IND,India,1996,NY.GDP.MKTP.CD,392896866204.516
IND,India,1996,NE.EXP.GNFS.ZS,10.3851692716063
IND,India,1996,NE.IMP.GNFS.ZS,11.5443185997804
IND,India,1997,NE.TRD.GNFS.ZS,22.6193868670479
IND,India,1997,NY.GDP.MKTP.CD,415867563592.829
IND,India,1997,NE.EXP.GNFS.ZS,10.690717318379
IND,India,1997,NE.IMP.GNFS.ZS,11.9286695486689
IND,India,1998,NE.TRD.GNFS.ZS,23.6994700790647
IND,India,1998,NY.GDP.MKTP.CD,421351317224.941
IND,India,1998,NE.EXP.GNFS.ZS,11.0184691793102
IND,India,1998,NE.IMP.GNFS.ZS,12.6810008997545
IND,India,1999,NE.TRD.GNFS.ZS,24.8155980442929
IND,India,1999,NY.GDP.MKTP.CD,458821052615.79
IND,India,1999,NE.EXP.GNFS.ZS,11.4520646128009
IND,India,1999,NE.IMP.GNFS.ZS,13.363533431492
IND,India,2000,NE.TRD.GNFS.ZS,26.9009229104474
IND,India,2000,NY.GDP.MKTP.CD,468395521654.458
IND,India,2000,NE.EXP.GNFS.ZS,12.9972363113479
IND,India,2000,NE.IMP.GNFS.ZS,13.9036865990995
IND,India,2001,NE.TRD.GNFS.ZS,25.9932547534365
IND,India,2001,NY.GDP.MKTP.CD,485440139204.171
IND,India,2001,NE.EXP.GNFS.ZS,12.5583796339108
IND,India,2001,NE.IMP.GNFS.ZS,13.4348751195257
IND,India,2002,NE.TRD.GNFS.ZS,29.5086629350614
IND,India,2002,NY.GDP.MKTP.CD,514939140318.756
IND,India,2002,NE.EXP.GNFS.ZS,14.2643839243147
IND,India,2002,NE.IMP.GNFS.ZS,15.2442790107467
IND,India,2003,NE.TRD.GNFS.ZS,30.592436132908
IND,India,2003,NY.GDP.MKTP.CD,607700687237.318
IND,India,2003,NE.EXP.GNFS.ZS,14.9479138581734
IND,India,2003,NE.IMP.GNFS.ZS,15.6445222747346
IND,India,2004,NE.TRD.GNFS.ZS,37.503814059447
IND,India,2004,NY.GDP.MKTP.CD,709152728830.775
IND,India,2004,NE.EXP.GNFS.ZS,17.8591249630479
IND,India,2004,NE.IMP.GNFS.ZS,19.6446890963991
IND,India,2005,NE.TRD.GNFS.ZS,42.0016696148691
IND,India,2005,NY.GDP.MKTP.CD,820383763511.445
IND,India,2005,NE.EXP.GNFS.ZS,19.6052466948335
IND,India,2005,NE.IMP.GNFS.ZS,22.3964229200356
IND,India,2006,NE.TRD.GNFS.ZS,45.7244804992652
IND,India,2006,NY.GDP.MKTP.CD,940259888787.721
IND,India,2006,NE.EXP.GNFS.ZS,21.2679414221966
IND,India,2006,NE.IMP.GNFS.ZS,24.4565390770687
IND,India,2007,NE.TRD.GNFS.ZS,45.686268679348
IND,India,2007,NY.GDP.MKTP.CD,1216736438834.96
IND,India,2007,NE.EXP.GNFS.ZS,20.7996997489032
IND,India,2007,NE.IMP.GNFS.ZS,24.8865689304448
IND,India,2008,NE.TRD.GNFS.ZS,53.3682204392226
IND,India,2008,NY.GDP.MKTP.CD,1198895139005.92
IND,India,2008,NE.EXP.GNFS.ZS,24.0973572601391
IND,India,2008,NE.IMP.GNFS.ZS,29.2708631790835
IND,India,2009,NE.TRD.GNFS.ZS,46.2728696428837
IND,India,2009,NY.GDP.MKTP.CD,1341888016994.9
IND,India,2009,NE.EXP.GNFS.ZS,20.4005193743564
IND,India,2009,NE.IMP.GNFS.ZS,25.8723502685274
IND,India,2010,NE.TRD.GNFS.ZS,49.2552064974161
IND,India,2010,NY.GDP.MKTP.CD,1675615519484.96
IND,India,2010,NE.EXP.GNFS.ZS,22.4009332487945
IND,India,2010,NE.IMP.GNFS.ZS,26.8542732486216
IND,India,2011,NE.TRD.GNFS.ZS,55.6238800135298
IND,India,2011,NY.GDP.MKTP.CD,1823051829894.55
IND,India,2011,NE.EXP.GNFS.ZS,24.5404113195713
IND,India,2011,NE.IMP.GNFS.ZS,31.0834686939585
IND,India,2012,NE.TRD.GNFS.ZS,55.7937217287511
IND,India,2012,NY.GDP.MKTP.CD,1827637590410.41
IND,India,2012,NE.EXP.GNFS.ZS,24.534430661418
IND,India,2012,NE.IMP.GNFS.ZS,31.2592910673332
IND,India,2013,NE.TRD.GNFS.ZS,53.8441319466777
IND,India,2013,NY.GDP.MKTP.CD,1856721507621.58
IND,India,2013,NE.EXP.GNFS.ZS,25.430861300519
IND,India,2013,NE.IMP.GNFS.ZS,28.4132706461587
IND,India,2014,NE.TRD.GNFS.ZS,48.9221857470669
IND,India,2014,NY.GDP.MKTP.CD,2039126479154.52
IND,India,2014,NE.EXP.GNFS.ZS,22.9679630081172
IND,India,2014,NE.IMP.GNFS.ZS,25.9542227389497
IND,India,2015,NE.TRD.GNFS.ZS,41.9229138658647
IND,India,2015,NY.GDP.MKTP.CD,2103588360044.94
IND,India,2015,NE.EXP.GNFS.ZS,19.8131891564045
IND,India,2015,NE.IMP.GNFS.ZS,22.1097247094602
IND,India,2016,NE.TRD.GNFS.ZS,40.082485713276
IND,India,2016,NY.GDP.MKTP.CD,2294796885663.16
IND,India,2016,NE.EXP.GNFS.ZS,19.1582349105946
IND,India,2016,NE.IMP.GNFS.ZS,20.9242508026814
IND,India,2017,NE.TRD.GNFS.ZS,40.7424969545225
IND,India,2017,NY.GDP.MKTP.CD,2651474262755.45
IND,India,2017,NE.EXP.GNFS.ZS,18.7917648392982
IND,India,2017,NE.IMP.GNFS.ZS,21.9507321152243
IND,India,2018,NE.TRD.GNFS.ZS,43.6169693323889
IND,India,2018,NY.GDP.MKTP.CD,2702929641648.74
IND,India,2018,NE.EXP.GNFS.ZS,19.9278285988562
IND,India,2018,NE.IMP.GNFS.ZS,23.6891407335327
IND,India,2019,NE.TRD.GNFS.ZS,39.9054035306442
IND,India,2019,NY.GDP.MKTP.CD,2835606256558.19
IND,India,2019,NE.EXP.GNFS.ZS,18.664264897257
IND,India,2019,NE.IMP.GNFS.ZS,21.2411386333872
IND,India,2020,NE.TRD.GNFS.ZS,37.7581053292768
IND,India,2020,NY.GDP.MKTP.CD,2674851578587.27
IND,India,2020,NE.EXP.GNFS.ZS,18.6824769296756
IND,India,2020,NE.IMP.GNFS.ZS,19.0756283996012
IND,India,2021,NE.TRD.GNFS.ZS,45.4230887840446
IND,India,2021,NY.GDP.MKTP.CD,3167270623260.47
IND,India,2021,NE.EXP.GNFS.ZS,21.3991583305515
IND,India,2021,NE.IMP.GNFS.ZS,24.0239304534931
IND,India,2022,NE.TRD.GNFS.ZS,50.0752701498882
IND,India,2022,NY.GDP.MKTP.CD,3346107287730.93
IND,India,2022,NE.EXP.GNFS.ZS,23.2515412045298
IND,India,2022,NE.IMP.GNFS.ZS,26.8237289453584
IND,India,2023,NE.TRD.GNFS.ZS,44.9928422877561
IND,India,2023,NY.GDP.MKTP.CD,3638489096033.86
IND,India,2023,NE.EXP.GNFS.ZS,21.4486977833541
IND,India,2023,NE.IMP.GNFS.ZS,23.544144504402
IND,India,2024,NE.TRD.GNFS.ZS,44.6492935069676
IND,India,2024,NY.GDP.MKTP.CD,3909891533858.08
IND,India,2024,NE.EXP.GNFS.ZS,21.1618460520863
IND,India,2024,NE.IMP.GNFS.ZS,23.4874474548813
IRN,"Iran, Islamic Rep.",1995,NE.TRD.GNFS.ZS,35.1442449159574
IRN,"Iran, Islamic Rep.",1995,NY.GDP.MKTP.CD,96419225743.6737
IRN,"Iran, Islamic Rep.",1995,NE.EXP.GNFS.ZS,21.6762407043299
IRN,"Iran, Islamic Rep.",1995,NE.IMP.GNFS.ZS,13.4680042116275
IRN,"Iran, Islamic Rep.",1996,NE.TRD.GNFS.ZS,35.2212991546042
IRN,"Iran, Islamic Rep.",1996,NY.GDP.MKTP.CD,120403931885.441
IRN,"Iran, Islamic Rep.",1996,NE.EXP.GNFS.ZS,20.1951302398727
IRN,"Iran, Islamic Rep.",1996,NE.IMP.GNFS.ZS,15.0261689147315
IRN,"Iran, Islamic Rep.",1997,NE.TRD.GNFS.ZS,32.6495581116416
IRN,"Iran, Islamic Rep.",1997,NY.GDP.MKTP.CD,113919163421.155
IRN,"Iran, Islamic Rep.",1997,NE.EXP.GNFS.ZS,17.2779308650647
IRN,"Iran, Islamic Rep.",1997,NE.IMP.GNFS.ZS,15.3716272465768
IRN,"Iran, Islamic Rep.",1998,NE.TRD.GNFS.ZS,29.2282196463134
IRN,"Iran, Islamic Rep.",1998,NY.GDP.MKTP.CD,110276913362.508
IRN,"Iran, Islamic Rep.",1998,NE.EXP.GNFS.ZS,12.6833809123619
IRN,"Iran, Islamic Rep.",1998,NE.IMP.GNFS.ZS,16.5448387339515
IRN,"Iran, Islamic Rep.",1999,NE.TRD.GNFS.ZS,34.8854141345934
IRN,"Iran, Islamic Rep.",1999,NY.GDP.MKTP.CD,113848450088.351
IRN,"Iran, Islamic Rep.",1999,NE.EXP.GNFS.ZS,19.292023195998
IRN,"Iran, Islamic Rep.",1999,NE.IMP.GNFS.ZS,15.5933909385954
IRN,"Iran, Islamic Rep.",2000,NE.TRD.GNFS.ZS,41.2572474638031
IRN,"Iran, Islamic Rep.",2000,NY.GDP.MKTP.CD,109591707802.216
IRN,"Iran, Islamic Rep.",2000,NE.EXP.GNFS.ZS,21.4670575678483
IRN,"Iran, Islamic Rep.",2000,NE.IMP.GNFS.ZS,19.7901898959548
IRN,"Iran, Islamic Rep.",2001,NE.TRD.GNFS.ZS,40.535566479523
IRN,"Iran, Islamic Rep.",2001,NY.GDP.MKTP.CD,126878750295.944
IRN,"Iran, Islamic Rep.",2001,NE.EXP.GNFS.ZS,19.3033203562353
IRN,"Iran, Islamic Rep.",2001,NE.IMP.GNFS.ZS,21.2322461232876
IRN,"Iran, Islamic Rep.",2002,NE.TRD.GNFS.ZS,48.1726865520657
IRN,"Iran, Islamic Rep.",2002,NY.GDP.MKTP.CD,128626917503.72
IRN,"Iran, Islamic Rep.",2002,NE.EXP.GNFS.ZS,24.4139021536457
IRN,"Iran, Islamic Rep.",2002,NE.IMP.GNFS.ZS,23.75878439842
IRN,"Iran, Islamic Rep.",2003,NE.TRD.GNFS.ZS,50.6791057753261
IRN,"Iran, Islamic Rep.",2003,NY.GDP.MKTP.CD,151911222119.488
IRN,"Iran, Islamic Rep.",2003,NE.EXP.GNFS.ZS,24.6274728309232
IRN,"Iran, Islamic Rep.",2003,NE.IMP.GNFS.ZS,26.0516329444029
IRN,"Iran, Islamic Rep.",2004,NE.TRD.GNFS.ZS,51.3138573265888
IRN,"Iran, Islamic Rep.",2004,NY.GDP.MKTP.CD,187754571247.666
IRN,"Iran, Islamic Rep.",2004,NE.EXP.GNFS.ZS,25.266928255823
IRN,"Iran, Islamic Rep.",2004,NE.IMP.GNFS.ZS,26.0469290707658
IRN,"Iran, Islamic Rep.",2005,NE.TRD.GNFS.ZS,54.4404952635536
IRN,"Iran, Islamic Rep.",2005,NY.GDP.MKTP.CD,224970371324.67
IRN,"Iran, Islamic Rep.",2005,NE.EXP.GNFS.ZS,30.3308191865397
IRN,"Iran, Islamic Rep.",2005,NE.IMP.GNFS.ZS,24.1096760770139
IRN,"Iran, Islamic Rep.",2006,NE.TRD.GNFS.ZS,53.1673587143845
IRN,"Iran, Islamic Rep.",2006,NY.GDP.MKTP.CD,265602187403.643
IRN,"Iran, Islamic Rep.",2006,NE.EXP.GNFS.ZS,29.8690352505831
IRN,"Iran, Islamic Rep.",2006,NE.IMP.GNFS.ZS,23.2983234638014
IRN,"Iran, Islamic Rep.",2007,NE.TRD.GNFS.ZS,49.8873069225934
IRN,"Iran, Islamic Rep.",2007,NY.GDP.MKTP.CD,349736591832.418
IRN,"Iran, Islamic Rep.",2007,NE.EXP.GNFS.ZS,28.8436124054165
IRN,"Iran, Islamic Rep.",2007,NE.IMP.GNFS.ZS,21.0436945171769
IRN,"Iran, Islamic Rep.",2008,NE.TRD.GNFS.ZS,48.2294027741438
IRN,"Iran, Islamic Rep.",2008,NY.GDP.MKTP.CD,406070949553.875
IRN,"Iran, Islamic Rep.",2008,NE.EXP.GNFS.ZS,26.5771274521598
IRN,"Iran, Islamic Rep.",2008,NE.IMP.GNFS.ZS,21.6522753219841
IRN,"Iran, Islamic Rep.",2009,NE.TRD.GNFS.ZS,43.6995802243585
IRN,"Iran, Islamic Rep.",2009,NY.GDP.MKTP.CD,414059094949.063
IRN,"Iran, Islamic Rep.",2009,NE.EXP.GNFS.ZS,22.7114891378215
IRN,"Iran, Islamic Rep.",2009,NE.IMP.GNFS.ZS,20.988091086537
IRN,"Iran, Islamic Rep.",2010,NE.TRD.GNFS.ZS,43.7706437371399
IRN,"Iran, Islamic Rep.",2010,NY.GDP.MKTP.CD,487069570463.768
IRN,"Iran, Islamic Rep.",2010,NE.EXP.GNFS.ZS,24.399653282909
IRN,"Iran, Islamic Rep.",2010,NE.IMP.GNFS.ZS,19.3709904542309
IRN,"Iran, Islamic Rep.",2011,NE.TRD.GNFS.ZS,41.2194147918578
IRN,"Iran, Islamic Rep.",2011,NY.GDP.MKTP.CD,629082257472.368
IRN,"Iran, Islamic Rep.",2011,NE.EXP.GNFS.ZS,24.9333131264674
IRN,"Iran, Islamic Rep.",2011,NE.IMP.GNFS.ZS,16.2861016653904
IRN,"Iran, Islamic Rep.",2012,NE.TRD.GNFS.ZS,44.0893466807452
IRN,"Iran, Islamic Rep.",2012,NY.GDP.MKTP.CD,644019315003.54
IRN,"Iran, Islamic Rep.",2012,NE.EXP.GNFS.ZS,22.4753001992586
IRN,"Iran, Islamic Rep.",2012,NE.IMP.GNFS.ZS,21.6140464814866
IRN,"Iran, Islamic Rep.",2013,NE.TRD.GNFS.ZS,47.0867179194755
IRN,"Iran, Islamic Rep.",2013,NY.GDP.MKTP.CD,500399839839.877
IRN,"Iran, Islamic Rep.",2013,NE.EXP.GNFS.ZS,25.1829067419072
IRN,"Iran, Islamic Rep.",2013,NE.IMP.GNFS.ZS,21.9038111775683
IRN,"Iran, Islamic Rep.",2014,NE.TRD.GNFS.ZS,45.3514201413161
IRN,"Iran, Islamic Rep.",2014,NY.GDP.MKTP.CD,462284793280.825
IRN,"Iran, Islamic Rep.",2014,NE.EXP.GNFS.ZS,22.8306723891643
IRN,"Iran, Islamic Rep.",2014,NE.IMP.GNFS.ZS,22.5207477521518
IRN,"Iran, Islamic Rep.",2015,NE.TRD.GNFS.ZS,39.42258866118
IRN,"Iran, Islamic Rep.",2015,NY.GDP.MKTP.CD,409191686496.677
IRN,"Iran, Islamic Rep.",2015,NE.EXP.GNFS.ZS,18.7208345068656
IRN,"Iran, Islamic Rep.",2015,NE.IMP.GNFS.ZS,20.7017541543144
IRN,"Iran, Islamic Rep.",2016,NE.TRD.GNFS.ZS,39.8772417738866
IRN,"Iran, Islamic Rep.",2016,NY.GDP.MKTP.CD,478618064870.999
IRN,"Iran, Islamic Rep.",2016,NE.EXP.GNFS.ZS,20.3097816144481
IRN,"Iran, Islamic Rep.",2016,NE.IMP.GNFS.ZS,19.5674601594385
IRN,"Iran, Islamic Rep.",2017,NE.TRD.GNFS.ZS,43.1556931383906
IRN,"Iran, Islamic Rep.",2017,NY.GDP.MKTP.CD,510239893417.645
IRN,"Iran, Islamic Rep.",2017,NE.EXP.GNFS.ZS,21.8329309946109
IRN,"Iran, Islamic Rep.",2017,NE.IMP.GNFS.ZS,21.3227621437797
IRN,"Iran, Islamic Rep.",2018,NE.TRD.GNFS.ZS,56.6153496142829
IRN,"Iran, Islamic Rep.",2018,NY.GDP.MKTP.CD,411903303606.044
IRN,"Iran, Islamic Rep.",2018,NE.EXP.GNFS.ZS,29.639694129412
IRN,"Iran, Islamic Rep.",2018,NE.IMP.GNFS.ZS,26.975655484871
IRN,"Iran, Islamic Rep.",2019,NE.TRD.GNFS.ZS,48.5917712137038
IRN,"Iran, Islamic Rep.",2019,NY.GDP.MKTP.CD,347988400957.999
IRN,"Iran, Islamic Rep.",2019,NE.EXP.GNFS.ZS,22.3147082096412
IRN,"Iran, Islamic Rep.",2019,NE.IMP.GNFS.ZS,26.2770630040625
IRN,"Iran, Islamic Rep.",2020,NE.TRD.GNFS.ZS,43.8844674905013
IRN,"Iran, Islamic Rep.",2020,NY.GDP.MKTP.CD,280934329279.723
IRN,"Iran, Islamic Rep.",2020,NE.EXP.GNFS.ZS,18.3903748639131
IRN,"Iran, Islamic Rep.",2020,NE.IMP.GNFS.ZS,25.4940926265882
IRN,"Iran, Islamic Rep.",2021,NE.TRD.GNFS.ZS,42.672379536261
IRN,"Iran, Islamic Rep.",2021,NY.GDP.MKTP.CD,407350685583.335
IRN,"Iran, Islamic Rep.",2021,NE.EXP.GNFS.ZS,22.0192078360416
IRN,"Iran, Islamic Rep.",2021,NE.IMP.GNFS.ZS,20.6531717002195
IRN,"Iran, Islamic Rep.",2022,NE.TRD.GNFS.ZS,48.9183508223052
IRN,"Iran, Islamic Rep.",2022,NY.GDP.MKTP.CD,422662261525.665
IRN,"Iran, Islamic Rep.",2022,NE.EXP.GNFS.ZS,25.5666185174995
IRN,"Iran, Islamic Rep.",2022,NE.IMP.GNFS.ZS,23.3517323048057
IRN,"Iran, Islamic Rep.",2023,NE.TRD.GNFS.ZS,49.3935500960203
IRN,"Iran, Islamic Rep.",2023,NY.GDP.MKTP.CD,457510482317.483
IRN,"Iran, Islamic Rep.",2023,NE.EXP.GNFS.ZS,23.9216475542357
IRN,"Iran, Islamic Rep.",2023,NE.IMP.GNFS.ZS,25.4719025417845
IRN,"Iran, Islamic Rep.",2024,NE.TRD.GNFS.ZS,52.0621306794348
IRN,"Iran, Islamic Rep.",2024,NY.GDP.MKTP.CD,475252089215.416
IRN,"Iran, Islamic Rep.",2024,NE.EXP.GNFS.ZS,23.5514720983508
IRN,"Iran, Islamic Rep.",2024,NE.IMP.GNFS.ZS,28.5106585810839
ITA,Italy,1995,NE.TRD.GNFS.ZS,45.5795026636995
ITA,Italy,1995,NY.GDP.MKTP.CD,1177369428265.78
ITA,Italy,1995,NE.EXP.GNFS.ZS,24.6157552051653
ITA,Italy,1995,NE.IMP.GNFS.ZS,20.9637474585342
ITA,Italy,1996,NE.TRD.GNFS.ZS,42.8020490474117
ITA,Italy,1996,NY.GDP.MKTP.CD,1314776508972.27
ITA,Italy,1996,NE.EXP.GNFS.ZS,23.662303838318
ITA,Italy,1996,NE.IMP.GNFS.ZS,19.1397452090937
ITA,Italy,1997,NE.TRD.GNFS.ZS,44.4771651978702
ITA,Italy,1997,NY.GDP.MKTP.CD,1244988176443.84
ITA,Italy,1997,NE.EXP.GNFS.ZS,24.0894916918366
ITA,Italy,1997,NE.IMP.GNFS.ZS,20.3876735060337
ITA,Italy,1998,NE.TRD.GNFS.ZS,44.997874273345
ITA,Italy,1998,NY.GDP.MKTP.CD,1272729786996.77
ITA,Italy,1998,NE.EXP.GNFS.ZS,24.0123257096913
ITA,Italy,1998,NE.IMP.GNFS.ZS,20.9855485636537
ITA,Italy,1999,NE.TRD.GNFS.ZS,44.5298402267013
ITA,Italy,1999,NY.GDP.MKTP.CD,1255004736463.98
ITA,Italy,1999,NE.EXP.GNFS.ZS,23.1534516122759
ITA,Italy,1999,NE.IMP.GNFS.ZS,21.3763886144254
ITA,Italy,2000,NE.TRD.GNFS.ZS,50.2747311455639
ITA,Italy,2000,NY.GDP.MKTP.CD,1149661363439.38
ITA,Italy,2000,NE.EXP.GNFS.ZS,25.5611956255751
ITA,Italy,2000,NE.IMP.GNFS.ZS,24.7135355199888
ITA,Italy,2001,NE.TRD.GNFS.ZS,49.8632723203495
ITA,Italy,2001,NY.GDP.MKTP.CD,1172041488805.87
ITA,Italy,2001,NE.EXP.GNFS.ZS,25.5610801918444
ITA,Italy,2001,NE.IMP.GNFS.ZS,24.3021921285051
ITA,Italy,2002,NE.TRD.GNFS.ZS,47.8713186791542
ITA,Italy,2002,NY.GDP.MKTP.CD,1281746271196.04
ITA,Italy,2002,NE.EXP.GNFS.ZS,24.3126948188163
ITA,Italy,2002,NE.IMP.GNFS.ZS,23.5586238603378
ITA,Italy,2003,NE.TRD.GNFS.ZS,45.9940859777074
ITA,Italy,2003,NY.GDP.MKTP.CD,1582930016538.82
ITA,Italy,2003,NE.EXP.GNFS.ZS,23.2240496903642
ITA,Italy,2003,NE.IMP.GNFS.ZS,22.7700362873432
ITA,Italy,2004,NE.TRD.GNFS.ZS,47.2663923891771
ITA,Italy,2004,NY.GDP.MKTP.CD,1812808753294.75
ITA,Italy,2004,NE.EXP.GNFS.ZS,23.9268409466402
ITA,Italy,2004,NE.IMP.GNFS.ZS,23.3395514425368
ITA,Italy,2005,NE.TRD.GNFS.ZS,49.1221742288618
ITA,Italy,2005,NY.GDP.MKTP.CD,1864982261286.85
ITA,Italy,2005,NE.EXP.GNFS.ZS,24.5118533579183
ITA,Italy,2005,NE.IMP.GNFS.ZS,24.6103208709435
ITA,Italy,2006,NE.TRD.GNFS.ZS,52.9235429597012
ITA,Italy,2006,NY.GDP.MKTP.CD,1958563654385.64
ITA,Italy,2006,NE.EXP.GNFS.ZS,26.0530628243151
ITA,Italy,2006,NE.IMP.GNFS.ZS,26.8704801353861
ITA,Italy,2007,NE.TRD.GNFS.ZS,54.8280415572531
ITA,Italy,2007,NY.GDP.MKTP.CD,2222524108127.65
ITA,Italy,2007,NE.EXP.GNFS.ZS,27.2450545395013
ITA,Italy,2007,NE.IMP.GNFS.ZS,27.5829870177519
ITA,Italy,2008,NE.TRD.GNFS.ZS,54.214254895667104
ITA,Italy,2008,NY.GDP.MKTP.CD,2417508414187.19
ITA,Italy,2008,NE.EXP.GNFS.ZS,26.7427615964483
ITA,Italy,2008,NE.IMP.GNFS.ZS,27.4714932992188
ITA,Italy,2009,NE.TRD.GNFS.ZS,45.1414765721604
ITA,Italy,2009,NY.GDP.MKTP.CD,2209484319012.65
ITA,Italy,2009,NE.EXP.GNFS.ZS,22.2771595955525
ITA,Italy,2009,NE.IMP.GNFS.ZS,22.8643169766079
ITA,Italy,2010,NE.TRD.GNFS.ZS,51.6621118138339
ITA,Italy,2010,NY.GDP.MKTP.CD,2144936254535
ITA,Italy,2010,NE.EXP.GNFS.ZS,24.9186514223879
ITA,Italy,2010,NE.IMP.GNFS.ZS,26.743460391446
ITA,Italy,2011,NE.TRD.GNFS.ZS,54.4722149449288
ITA,Italy,2011,NY.GDP.MKTP.CD,2306974020278.21
ITA,Italy,2011,NE.EXP.GNFS.ZS,26.5629866543354
ITA,Italy,2011,NE.IMP.GNFS.ZS,27.9092282905933
ITA,Italy,2012,NE.TRD.GNFS.ZS,54.8844952702204
ITA,Italy,2012,NY.GDP.MKTP.CD,2097929495121.68
ITA,Italy,2012,NE.EXP.GNFS.ZS,27.9851870768453
ITA,Italy,2012,NE.IMP.GNFS.ZS,26.8993081933752
ITA,Italy,2013,NE.TRD.GNFS.ZS,54.0341846317499
ITA,Italy,2013,NY.GDP.MKTP.CD,2153225581941.46
ITA,Italy,2013,NE.EXP.GNFS.ZS,28.177442406394
ITA,Italy,2013,NE.IMP.GNFS.ZS,25.8567422253559
ITA,Italy,2014,NE.TRD.GNFS.ZS,54.4545299332032
